Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
io	j o	J U	Consonant Vowel	161	U+0069 U+006F	"e⁵⁵tioŋ³⁵we⁵⁵,ɑ³¹lim⁵⁵bioŋ⁵⁵,ɑ³¹tio⁵⁵boŋ³⁵"	Anong,BijiangBai,BijiangNusu,DaliBai,DanbaErgong,Darang,Ersu,Idu,JianchuanBai,Kaman,Lisu,NanhuaYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Tujia
iã	j ã	J A	Consonant Vowel	28	U+0069 U+00E3	"giã³⁵ũ³⁵kui⁵³,mv̩³¹tɕiã⁵⁵sɿ³³fv̩³³,ɕiã³³jĩ³³"	JianchuanBai,Namuyi,ShuikuiHani,TaobaPumi,YajiangQueyu
iɑ	j ɑ	J A	Consonant Vowel	227	U+0069 U+0251	"kiɑp⁵⁵mu⁵³nɯn⁵³,vu³³miɑ⁵⁵,ɕɑ⁵⁵giɑ⁵⁵"	Anong,BijiangNusu,DaliBai,Darang,Ersu,Idu,JianchuanBai,Kaman,LijiangNaxi,MawoQiang,NanjianYi,QinghuaPumi,TaopingQiang,Xumi,YongningNaxi
iɒ	j ɒ	J O	Consonant Vowel	3	U+0069 U+0252	"phiɒ³³,piɒ²¹,sɯ³³piɒ³³"	DafangYi,MojiangYi
iʴ	i˞	I	Vowel	2	U+0069 U+02B4	"phiʴ phiʴ,siʴ mi dʐu"	MawoQiang
iː	iː	I	Vowel	30	U+0069 U+02D0	"biːmi,tɕiː mi,ŋiː kaŋ"	BokarLhoba,MamaTshona,MawoQiang,WrittenBurmese,XideYi
i̥	i̥	I	Vowel	1	U+0069 U+0325	"pɯ⁵⁵i̥ɔ³¹"	ShuikuiHani
i̱	i̠/i	I	Vowel	519	U+0069 U+0331	"li̱²¹ɣɯ⁵⁵,tʃi̱²¹,ɕi̱³³dʐɯ²¹"	Atsi,BijiangNusu,CaiyuanHani,DazhaiHani,Jingpho,Maru,MileYi,MojiangYi,NanhuaYi,NanjianYi,ShuikuiHani,Tujia
j$	j	J	Consonant	3	U+006A U+0024	"lɔ̱⁵⁵tă³¹tshɛ³¹ʃi̱k⁵⁵khj,ne¹laj,rcçj"	AmdoTibetanZeku,Maru,WrittenBurmese
jw	j w	J W	Consonant Consonant	10	U+006A U+0077	"khjwe³,khjwe³mɑ¹,nɑ⁵⁵jwɛʔ⁴⁴"	MaerkangrGyalrong,RangoonBurmese,WrittenBurmese
k$	k	K	Consonant	589	U+006B U+0024	"htwɑk,ɣtɕək,ɯ rɯk"	AmdoTibetanBlabrang,AmdoTibetanZeku,Atsi,BokarLhoba,MaerkangrGyalrong,MawoQiang,MotuoTsangla,WrittenBurmese
kh	kʰ	K	Consonant	1170	U+006B U+0068	"i⁵³khuŋ⁵⁵,tə stshot ŋkhor lo,ɦkhrud"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
ks	k s	K S	Consonant Consonant	2	U+006B U+0073	"mɑ nɑksɑ²,zla wa ksəm pɐ"	MaerkangrGyalrong,WrittenBurmese
kw	kʷ	K	Consonant	45	U+006B U+0077	"hȵək kwa,na kwa,ɣȵok kwa"	AmdoTibetanBlabrang,AmdoTibetanZeku,RangoonBurmese,Trung,WrittenBurmese
kʂ	k ʂ	K S	Consonant Consonant	4	U+006B U+0282	"kʂi kʂaŋ,skʂɯ,ʑa kʂɯ"	DanbaErgong
kʃ	k ʃ	K S	Consonant Consonant	1	U+006B U+0283	"kə kʃut"	MaerkangrGyalrong
kʐ	k ʐ	K S	Consonant Consonant	4	U+006B U+0290	"a³¹kʐə³¹,mă³¹kʐaŋ³¹,ʂək⁵⁵kʐaŋ⁵⁵"	Achang
kʒ	k ʒ	K S	Consonant Consonant	12	U+006B U+0292	"mă³¹kʒi³³,mă⁵⁵kʒu̱ʔ⁵⁵,ʃă⁵⁵kʒe̱p⁵⁵"	Jingpho
kʰ	kʰ	K	Consonant	5	U+006B U+02B0	"kʰi³¹kʰu³³,nɑ⁴⁴kʰu⁴⁴,zɔ³³kʰɔ³³"	Jinuo,Lisu,NanjianYi
l$	l	L	Consonant	149	U+006C U+0024	"vza pəl,ɣləl,ɣtɕol"	AmdoTibetanBlabrang,AmdoTibetanZeku,DanbaErgong,MaerkangrGyalrong,MawoQiang,MotuoTsangla,Trung,WrittenTibetan
lh	lʰ	L	Consonant	1	U+006C U+0068	"lhug lhug"	WrittenTibetan
lw	lʷ	L	Consonant	11	U+006C U+0077	"pjaṁ²hlwɑ³,waṁ²pu¹lwe²,wũ²²pu⁵³lwe²²"	MaerkangrGyalrong,RangoonBurmese,WrittenBurmese
l̥	l̥	L	Consonant	40	U+006C U+0325	"ji̱³¹ȵi⁵⁵pɔ³³l̥ɔ³³,ɕet⁵⁵pau⁵¹l̥ɔ³⁵,ɣɯ⁵⁵l̥u⁵⁵"	Achang,ShuikuiHani
l̩	l̩/l	L	Consonant	7	U+006C U+0329	"dʑu³³l̩³³,tshi⁴⁴l̩³³,va³³ʑɿ⁴⁴l̩³³"	NanjianYi,XideYi
m$	m	M	Consonant	288	U+006D U+0024	"dza ɣgam,sʐɛm,tsum"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,MaerkangrGyalrong,MawoQiang,MotuoTsangla,WrittenBurmese,WrittenTibetan
mb	ⁿb	P	Consonant	121	U+006D U+0062	"pha²¹mbi²¹,to mbo,tʂhɯ⁵⁵mbɐ⁵³"	AmdoTibetanZeku,DafangYi,DanbaErgong,Idu,LijiangNaxi,MaerkangrGyalrong,MotuoTsangla,Muya,Namuyi
mm	mː	M	Consonant	1	U+006D U+006D	"tɕamma"	MotuoTsangla
mw	m w	M W	Consonant Consonant	6	U+006D U+0077	"hmwe²,hmwe³,ɑ⁵³mwe⁵⁵"	RangoonBurmese,WrittenBurmese
mɕ	m ɕ	M S	Consonant Consonant	2	U+006D U+0255	"brumɕa,namɕe"	MotuoTsangla
mʃ	m ʃ	M S	Consonant Consonant	2	U+006D U+0283	"kə mʃor,mɐ kə mʃor"	MaerkangrGyalrong
mʐ	m ʐ	M S	Consonant Consonant	6	U+006D U+0290	"en³¹mʐaŋ⁵⁵,mau³¹mʐəŋ³⁵,mʐap⁵⁵mʐap⁵⁵"	Achang
m̆	m̩	M	Consonant	2	U+006D U+0306	"gm̆ʔ⁵⁵,xɹm̆ʔ⁵⁵"	Trung
m̥	m̥	M	Consonant	48	U+006D U+0325	"a⁵⁵m̥ɛ⁵⁵dʐɛ³⁵pu⁵⁵,khə¹³m̥ə¹³,rm̥an ɣjok"	AmdoTibetanZeku,BijiangNusu,Darang,Jinuo,KhamsTibetan,QinghuaPumi,RangoonBurmese,TaobaPumi,XideYi,Xumi,YajiangQueyu
m̩	m̩	M	Consonant	65	U+006D U+0329	"lo²¹m̩³³,tshe³¹m̩⁵⁵,ȵi¹³m̩⁵⁵"	Anong,BijiangNusu,DafangYi,Darang,Ersu,Idu,NanjianYi,XideYi
n$	n	N	Consonant	304	U+006E U+0024	"a tɕen,htɕən,tɐ zgən"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,MaerkangrGyalrong,MawoQiang,MotuoTsangla,RangoonBurmese,Trung,WrittenBurmese,WrittenTibetan
nd	ⁿd	T	Consonant	117	U+006E U+0064	"o³³nda³³,sɯ³³ndv³³,ɑ³¹nde⁵⁵khɹe⁵⁵"	AmdoTibetanBlabrang,AmdoTibetanZeku,DafangYi,DanbaErgong,Ersu,Guiqiong,Idu,KhamsTibetan,LijiangNaxi,MaerkangrGyalrong,MawoQiang,MotuoTsangla,Muya,Namuyi,WrittenTibetan,XideYi,YajiangQueyu
ns	n s	N S	Consonant Consonant	2	U+006E U+0073	"kɐ nɐ nsə nsət"	MaerkangrGyalrong
n̥	n̥	N	Consonant	78	U+006E U+0325	"by⁵⁵n̥o⁵⁵,kua³⁵n̥ã⁵³,mɑ⁵³...n̥ĩ⁵³"	Achang,AmdoTibetanZeku,BijiangNusu,Darang,Jinuo,QinghuaPumi,RangoonBurmese,TaobaPumi,XideYi,Xumi,YajiangQueyu
n̩	n̩/n	N	Consonant	30	U+006E U+0329	"i²¹n̩³³,li̱²¹ka²¹n̩⁵⁵du̪⁵⁵khu̪,ʃɿ⁵⁵n̩⁵⁵|"	Darang,Ersu,NanjianYi
o$	o	U	Vowel	708	U+006F U+0024	"kə jo,ndzo,tɐ rgo phso"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,MaerkangrGyalrong,MileYi,MotuoTsangla,NanjianYi,WrittenTibetan
oi	o i	U I	Vowel Vowel	54	U+006F U+0069	"loi⁵⁵,soi³¹,tɕoi³¹"	Achang,Atsi,Jingpho,Kaman,Maru,Sulong
ou	o u	U Y	Vowel Vowel	83	U+006F U+0075	"thou³¹,xɯ⁴⁴jou²¹,ɕou⁴⁴li³¹"	Achang,DaliBai,Ersu,JianchuanBai,MaerkangrGyalrong,RangoonBurmese,Tujia
oʴ	o˞	U	Vowel	4	U+006F U+02B4	"a³³poʴ³³,boʴ⁵³,tɕa⁵³poʴ³³"	Namuyi,Sulong
oː	oː	U	Vowel	17	U+006F U+02D0	"ɕoːlo,ʔoː⁵⁵mᴀ⁵³,ʔoː⁵⁵te¹³chᴀʔ⁵³"	BokarLhoba,MamaTshona
o̱	o̠/o	U	Vowel	214	U+006F U+0331	"n³³tai³³ko̱ʔ⁵⁵,tʃo̱i²¹,ŋjo̱m⁵⁵"	Atsi,BijiangNusu,DazhaiHani,Jingpho,Maru,MileYi,MojiangYi,NanhuaYi
o̵	ɞ	U	Vowel	9	U+006F U+0335	"tshɑ̃³⁵ko̵⁵⁵,tɕho̵⁵³mɹɑ⁵⁵,xo̵⁵⁵tshɛ⁵⁵"	BijiangNusu
oṁ	õ	U	Vowel	1	U+006F U+1E41	"hroṁ¹"	WrittenBurmese
p$	p	P	Consonant	205	U+0070 U+0024	"hmrup,kho lep,la lup"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,MaerkangrGyalrong,MawoQiang,MotuoTsangla,WrittenBurmese
ph	pʰ	P	Consonant	887	U+0070 U+0068	"kho⁵⁵phɛ⁵⁵,thaŋ⁵⁵phjaŋ²¹,ʈhu⁵⁵phɔ³³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
ps	p s	P S	Consonant Consonant	6	U+0070 U+0073	"dzɛ⁵⁵psɿ⁵⁵,kɐpsruŋ,ʂɛ³³hpsɿ⁵⁵"	Ersu,MaerkangrGyalrong
pw	p w	P W	Consonant Consonant	4	U+0070 U+0077	"sɑ³pwɑi³,ɑ pwɪ̃⁵³,ɑ¹pwɑŋ¹"	RangoonBurmese,WrittenBurmese
pʂ	p ʂ	P S	Consonant Consonant	1	U+0070 U+0282	"spʂo"	DanbaErgong
pʐ	p ʐ	P S	Consonant Consonant	15	U+0070 U+0290	"khu⁵⁵pʐa⁵³,khu⁵⁵pʐɐ³⁵,nə¹³pʐɯu⁵⁵"	Achang,QinghuaPumi,TaobaPumi
pʑ	p ʑ	P S	Consonant Consonant	3	U+0070 U+0291	"a pʑaŋ,dʐupʑi,phu⁵⁵ɑ³¹pʑɑŋ³¹"	AmdoTibetanBlabrang,Anong,MotuoTsangla
pʒ	p ʒ	P S	Consonant Consonant	12	U+0070 U+0292	"luŋ³¹pʒa³¹,thə¹³pʒɑ⁵⁵,tsai³¹pʒu³¹"	Jingpho,QinghuaPumi
pʰ	pʰ	P	Consonant	19	U+0070 U+02B0	"ɑ⁵⁵pʰu³¹,ə⁵⁵pʰv³³,ᴀ⁵⁵pʰɯ²¹"	BlackLahu,DafangYi,Jinuo,LijiangNaxi,Lisu,MileYi,MojiangYi,NanjianYi
p̣	p̩	P	Consonant	1	U+0070 U+0323	"dʑɑ³⁵p̣lɑ⁵³"	Darang
q$	q	K	Consonant	18	U+0071 U+0024	"kan tʃhɑq,khuʴq,pɑtɑq"	MawoQiang
qh	qʰ	K	Consonant	114	U+0071 U+0068	"nɛ³⁵qhɔ²¹,tɕi wə miɑ qhuɑ,ȵi²¹qhɑ⁴⁴"	BijiangBai,BlackLahu,DanbaErgong,Guiqiong,MawoQiang,Muya,Namuyi,QinghuaPumi,TaopingQiang,Xumi,YajiangQueyu
r$	r	R	Consonant	262	U+0072 U+0024	"bdar,tshon kar,tɕaŋ ŋar"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,KhamsTibetan,MaerkangrGyalrong,MawoQiang,MotuoTsangla,WrittenTibetan
rs	r s	R S	Consonant Consonant	1	U+0072 U+0073	"tə rsi"	MaerkangrGyalrong
rw	r w	R W	Consonant Consonant	17	U+0072 U+0077	"hrwe²phɑ¹ruṁ²,kə nə rwɐ tjo,slob grwa ba"	MaerkangrGyalrong,WrittenBurmese,WrittenTibetan
r̥	r̥	R	Consonant	1	U+0072 U+0325	"bir̥a"	MawoQiang
s$	s	S	Consonant	112	U+0073 U+0024	"hnɑs,pɑs,sis"	MaerkangrGyalrong,MawoQiang,MotuoTsangla,WrittenBurmese,WrittenTibetan
sh	sʰ	S	Consonant	27	U+0073 U+0068	"lɑ⁵³shɑ̃⁵⁵hsɛ⁵³tɑ⁵³jɛʔ⁴⁴n,rŋ̊a shi,ɑ shoʔ⁴⁴"	AmdoTibetanBlabrang,AmdoTibetanZeku,BijiangNusu,KhamsTibetan,RangoonBurmese,WrittenBurmese
sw	s w	S W	Consonant Consonant	1	U+0073 U+0077	"tə swa"	MaerkangrGyalrong
t$	t	T	Consonant	141	U+0074 U+0024	"kɑn¹lɑn¹phrɑt,lɐ zət,pha kɐ lɐt"	Atsi,BokarLhoba,MaerkangrGyalrong,MamaTshona,MawoQiang,MotuoTsangla,WrittenBurmese
th	tʰ	T	Consonant	845	U+0074 U+0068	"li³¹tho⁵⁵,sɯ⁵⁵thu⁵⁵nu⁵⁵,tə mthək"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,TaobaPumi,TaopingQiang,Tujia,WrittenBurmese,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
ts	ts	C	Consonant	1643	U+0074 U+0073	"htsi dʑap,meʴ²¹tsi⁴⁴tsi⁴⁴,ʂuᴀ̱²¹tsi³³"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,Lisu,MaerkangrGyalrong,MamaTshona,Maru,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
tɕ	tɕ	C	Consonant	1045	U+0074 U+0255	"tɕi⁵⁵tɕɑ³³,tɯ³¹tɕɑʔ⁵⁵,ŋu⁵⁵tɕi⁵⁵"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Ersu,Guiqiong,Idu,JianchuanBai,Jinuo,Kaman,KhamsTibetan,LhasaTibetan,LijiangNaxi,MamaTshona,MawoQiang,MileYi,MojiangYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,RangoonBurmese,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Trung,Tujia,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
tʂ	ʈʂ	C	Consonant	339	U+0074 U+0282	"dʑu²⁴¹χtʂi³¹,lɛ³³tʂɛ̃³³bu⁵⁵,ʂi³³tʂeʴ³³ʈɯ²¹"	Achang,AmdoTibetanBlabrang,AmdoTibetanZeku,Anong,BijiangBai,BijiangNusu,BokarLhoba,DanbaErgong,Ersu,Guiqiong,Idu,KhamsTibetan,LhasaTibetan,LijiangNaxi,MaerkangrGyalrong,MamaTshona,MawoQiang,MileYi,MotuoTsangla,Muya,Namuyi,NanhuaYi,NanjianYi,QinghuaPumi,TaobaPumi,TaopingQiang,WrittenTibetan,XideYi,Xumi,YajiangQueyu,YongningNaxi
tʃ	tʃ	T	Consonant	295	U+0074 U+0283	"kɐ ptʃo,mu³¹tʃaŋ³⁵,ɕe⁵⁵tʃə̃⁵⁵"	Atsi,CaiyuanHani,Ersu,Guiqiong,Jingpho,Jinuo,Lisu,MaerkangrGyalrong,Maru,MawoQiang,QinghuaPumi,ShuikuiHani,TaopingQiang,Xumi
tʰ	tʰ	T	Consonant	7	U+0074 U+02B0	"a³³tʰu⁵⁵,tsʰɯ³³tʰo⁵⁵,ŋ̊ẽʴ³¹tʰɑ⁵⁵"	BijiangNusu,Jinuo,LijiangNaxi,NanjianYi
tθ	tθ	T	Consonant	39	U+0074 U+03B8	"lɛ²²tθɑ⁵³mɑ⁵⁵,lɛʔ⁴⁴tθɛ⁵⁵,tɕe⁵⁵lɛʔ⁴⁴tθi²²tɕhĩ⁵⁵"	RangoonBurmese
u$	u	Y	Vowel	450	U+0075 U+0024	"khu,kə mdzu,ʔu su"	AmdoTibetanBlabrang,AmdoTibetanZeku,BokarLhoba,DanbaErgong,MaerkangrGyalrong,MawoQiang,MotuoTsangla,NanjianYi,WrittenTibetan
ua	w a	W A	Consonant Vowel	373	U+0075 U+0061	"kuak⁵⁵,si⁵⁵kua⁵⁵,suat³³dɔŋ³³gɛʴ⁵³"	Achang,AmdoTibetanZeku,BijiangNusu,CaiyuanHani,DafangYi,DanbaErgong,DazhaiHani,Jinuo,LijiangNaxi,MaerkangrGyalrong,MawoQiang,Muya,Namuyi,NanjianYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,TaopingQiang,Tujia,Xumi,YajiangQueyu,YongningNaxi
ue	w e	W E	Consonant Vowel	170	U+0075 U+0065	"kue³¹li³¹,ɕõ³⁵gue⁵⁵phɛ³⁵liɛ³⁵,χkue³¹ȵi³³"	Anong,BijiangBai,BijiangNusu,DafangYi,DaliBai,DanbaErgong,Darang,DazhaiHani,Guiqiong,Idu,JianchuanBai,LijiangNaxi,MawoQiang,MojiangYi,Muya,Namuyi,NanhuaYi,QinghuaPumi,Sulong,TaobaPumi,TaopingQiang,Xumi,YajiangQueyu,YongningNaxi
ui	w i	W I	Consonant Vowel	477	U+0075 U+0069	"pui²¹ʃum²¹,pɑ⁴²thui³¹,sui³³"	Achang,Anong,Atsi,BijiangBai,BijiangNusu,BlackLahu,BokarLhoba,CaiyuanHani,DafangYi,DaliBai,DanbaErgong,Darang,Ersu,Guiqiong,Idu,JianchuanBai,Jingpho,Jinuo,Kaman,Lisu,MaerkangrGyalrong,Maru,MawoQiang,MileYi,MojiangYi,Muya,NanhuaYi,QinghuaPumi,ShuikuiHani,Sulong,TaobaPumi,Trung,Tujia,Xumi,YajiangQueyu
uo	w o	W U	Consonant Vowel	41	U+0075 U+006F	"kv³⁵xuo⁴⁴,tso⁴²khuo³³,xuo³¹tshɛ⁵⁵"	DaliBai,JianchuanBai,Sulong
uɑ	w ɑ	W A	Consonant Vowel	613	U+0075 U+0251	"tʂeɹ⁴²tɕuɑ⁴⁴,tʂhuɑ³¹,ʈo³³tɕuɑ⁴⁴"	Anong,BijiangBai,BijiangNusu,DaliBai,Darang,Ersu,Guiqiong,Idu,JianchuanBai,Kaman,KhamsTibetan,LijiangNaxi,Lisu,MawoQiang,Muya,Namuyi,NanjianYi,QinghuaPumi,Sulong,TaopingQiang,Trung,Xumi,YongningNaxi
uʴ	u˞	Y	Vowel	9	U+0075 U+02B4	"guʴdi,qhuʴ kə,tɕhi tʂhe guʴβɑ"	MawoQiang
uː	uː	Y	Vowel	10	U+0075 U+02D0	"buː ȵi,puː◦jək,tɕuː³³m̥o⁴⁴"	BokarLhoba,MamaTshona,MawoQiang,XideYi
u̪	u̪/u	Y	Vowel	67	U+0075 U+032A	"bu̪³³ʑi³³,thu̪⁵⁵,ʂu̪³³"	NanjianYi,XideYi
u̯	u̯/u	Y	Vowel	3	U+0075 U+032F	"du̯⁵⁵li̱²¹,khu̯⁵⁵,nɑ⁵⁵kʰu̯³³"	NanjianYi
u̱	u̠/u	Y	Vowel	477	U+0075 U+0331	"tu̱³¹,ɣu̱e²¹to̱²¹,ᴀ³³nu̱³³"	Atsi,BijiangNusu,CaiyuanHani,DazhaiHani,Jingpho,Maru,MileYi,MojiangYi,NanhuaYi,NanjianYi,XideYi
u̵	ʉ	Y	Vowel	81	U+0075 U+0335	"bu̵⁵⁵rə̃⁵⁵,lø⁵⁵phu̵⁵⁵,pu̵³⁵tshɛ³⁵"	DanbaErgong,Guiqiong,TaobaPumi
uṁ	ũ	Y	Vowel	31	U+0075 U+1E41	"htuṁ³,khɔŋ³uṁ³,no¹uṁ²"	WrittenBurmese
vs	v s	B S	Consonant Consonant	1	U+0076 U+0073	"ʁa vsu"	DanbaErgong
vɕ	v ɕ	B S	Consonant Consonant	2	U+0076 U+0255	"sqha wɯ vɕi,thɛ vɕe"	DanbaErgong
vʐ	v ʐ	B S	Consonant Consonant	3	U+0076 U+0290	"sga vʐɯ,ʁa vʐau"	DanbaErgong
vʑ	v ʑ	B S	Consonant Consonant	4	U+0076 U+0291	"ɦɛ vʑɯ pa,ʁa vʑɛ,ʑɯ vʑɛ"	DanbaErgong
v̩	v̩	B	Consonant	229	U+0076 U+0329	"mɛ³¹tv̩³¹,tsv̩³¹phɔ³¹,tʃhɿ⁵⁵mv̩³¹"	CaiyuanHani,JianchuanBai,ShuikuiHani
v̱	v̠̩	B	Consonant	87	U+0076 U+0331	"khv̱³¹,nv̱³³nv̱³³,tshv̱³¹tshi̱³³"	CaiyuanHani,ShuikuiHani
ws	w s	W S	Consonant Consonant	4	U+0077 U+0073	"pøʔ⁵³wsor,wsɯ wsɯ,ɣȵək wsə"	AmdoTibetanZeku,DanbaErgong,KhamsTibetan
wɕ	w ɕ	W S	Consonant Consonant	7	U+0077 U+0255	"rə wɕa,tɕhə wɕa,wɕal wɕal ɣtaŋ"	AmdoTibetanZeku,DanbaErgong
wʐ	w ʐ	W S	Consonant Consonant	2	U+0077 U+0290	"sa wʐɯ,wʐɯ wʐe"	DanbaErgong
wʑ	w ʑ	W S	Consonant Consonant	4	U+0077 U+0291	"a wʑaŋ,ptɕə wʑə,tʂə wʑə"	AmdoTibetanZeku
xh	xʰ	G	Consonant	25	U+0078 U+0068	"nɑŋ⁵⁵xhe⁵³,thɑ⁵⁵xhoŋ⁵⁵,wan xhaŋ"	AmdoTibetanBlabrang,AmdoTibetanZeku,KhamsTibetan
xʐ	x ʐ	G S	Consonant Consonant	5	U+0078 U+0290	"a³¹xʐaŋ⁵⁵,ka⁵⁵xʐua⁵⁵,tɕhe⁵⁵xʐoʔ⁵⁵"	Achang
y$	y	Y	Vowel	17	U+0079 U+0024	"dy,sy,ɣly"	MawoQiang,MotuoTsangla,NanjianYi
yo	ɥ o	J U	Consonant Vowel	6	U+0079 U+006F	"fi³³yo⁵⁵,xo²¹yo¹³,ɦyo⁵³"	BijiangBai,NanjianYi,Sulong
yĩ	ɥ ĩ	J I	Consonant Vowel	3	U+0079 U+0129	"n̥yĩ⁵⁵kɐ³⁵tse³⁵,tshɑi⁵⁵yĩ²¹,ɕiɑŋ³³ɕyĩ⁵⁵"	NanjianYi,TaobaPumi
yː	yː	Y	Vowel	4	U+0079 U+02D0	"dzyː¹³,ŋyː⁵⁵,ŋyː⁵⁵kᴀŋ⁵⁵"	MamaTshona
z$	z	S	Consonant	3	U+007A U+0024	"kuz,tsəɣz,tʃhaz"	MawoQiang
zʐ	z ʐ	S S	Consonant Consonant	1	U+007A U+0290	"nzʐɯ"	DanbaErgong
²$	²	6	Tone	331	U+00B2 U+0024	"hnwɑ²,mre²ɔ̂³zɑ²,son²"	Atsi,MojiangYi,RangoonBurmese,WrittenBurmese
²²	²² +	1 _	Tone Marker	144	U+00B2 U+00B2	"nɑĩ²²ŋɑ̃²²,tɕɔ²²ɬwɑ⁵⁵,wũ²²pu⁵³lwe²²"	BijiangBai,DafangYi,MileYi,RangoonBurmese,XideYi,Xumi
²³	²³ +	2 _	Tone Marker	1	U+00B2 U+00B3	"xə²³tshyi⁵⁵"	QinghuaPumi
²¹	²¹ +	3 _	Tone Marker	2075	U+00B2 U+00B9	"bɯ²¹ŋgo²¹,ji²¹ʃi⁵⁵,xo²¹yo¹³"	Anong,Atsi,BijiangBai,BlackLahu,DafangYi,DaliBai,JianchuanBai,Jinuo,MileYi,MojiangYi,NanhuaYi,NanjianYi,QinghuaPumi,Tujia,XideYi
²⁴	²⁴ +	2 _	Tone Marker	7	U+00B2 U+2074	"se²⁴li²⁴,ti²⁴ji³¹,tsho²⁴u²⁴"	DazhaiHani
²◦	² +	6 _	Tone Marker	5	U+00B2 U+25E6	"jɑ¹◦mɑn²◦hnɑs,kjɑs hsɑṁ²◦mri³,re²◦ŋɑt"	WrittenBurmese
³$	³	6	Tone	345	U+00B3 U+0024	"lɑj²thɑ¹mɑ³,mi³rɑ¹htɑ³,ɑ¹thɑ³"	Jinuo,MileYi,NanhuaYi,ShuikuiHani,WrittenBurmese,XideYi
³3	³³ +	4 _	Tone Marker	1	U+00B3 U+0033	"ma̱³3pi⁵⁵"	CaiyuanHani
³²	³² +	3 _	Tone Marker	2	U+00B3 U+00B2	"kɯ³¹tɑl³²mu⁵³kɯ³¹mu⁵³,lɔ³²sɿ̄³³"	Kaman,ShuikuiHani
